mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config,metric,region_rf
2,250,9,mae,standard,48.14287711427014,5,0.31106039773516875,pre0_mod067_post0,Zero_Flow_Days_sum,National
2,250,9,rmse,standard,67.54858396646951,5,0.7032304757874243,pre0_mod067_post0,Zero_Flow_Days_sum,National
2,250,9,rsq,standard,0.5799928933172012,5,0.01771260686871336,pre0_mod067_post0,Zero_Flow_Days_sum,National
2,250,12,mae,standard,48.61127262053034,5,0.33172392644473003,pre0_mod068_post0,Zero_Flow_Days_sum,National
2,250,12,rmse,standard,67.89760335193307,5,0.707748009851895,pre0_mod068_post0,Zero_Flow_Days_sum,National
2,250,12,rsq,standard,0.5768254951979985,5,0.017887207941261467,pre0_mod068_post0,Zero_Flow_Days_sum,National
2,250,15,mae,standard,49.16484754376883,5,0.3504627045546568,pre0_mod069_post0,Zero_Flow_Days_sum,National
2,250,15,rmse,standard,68.4439647506308,5,0.7325767672602003,pre0_mod069_post0,Zero_Flow_Days_sum,National
2,250,15,rsq,standard,0.5706544847200605,5,0.017945110568040004,pre0_mod069_post0,Zero_Flow_Days_sum,National
2,250,18,mae,standard,49.59775382035517,5,0.3598100454604284,pre0_mod070_post0,Zero_Flow_Days_sum,National
2,250,18,rmse,standard,68.78095029049906,5,0.7334011680242676,pre0_mod070_post0,Zero_Flow_Days_sum,National
2,250,18,rsq,standard,0.56815587133771694,5,0.017618278041775404,pre0_mod070_post0,Zero_Flow_Days_sum,National
2,250,21,mae,standard,50.19352759393786,5,0.3704577421142088,pre0_mod071_post0,Zero_Flow_Days_sum,National
2,250,21,rmse,standard,69.36386665172934,5,0.7319602091768197,pre0_mod071_post0,Zero_Flow_Days_sum,National
2,250,21,rsq,standard,0.5616183961947289,5,0.017599848509232633,pre0_mod071_post0,Zero_Flow_Days_sum,National
2,250,25,mae,standard,50.61616507204755,5,0.38882435643057867,pre0_mod072_post0,Zero_Flow_Days_sum,National
2,250,25,rmse,standard,69.71120137886132,5,0.7905578592717305,pre0_mod072_post0,Zero_Flow_Days_sum,National
2,250,25,rsq,standard,0.5575412000252227,5,0.018495855579919084,pre0_mod072_post0,Zero_Flow_Days_sum,National
2,450,3,mae,standard,46.9599898678189,5,0.34922953863940875,pre0_mod073_post0,Zero_Flow_Days_sum,National
2,450,3,rmse,standard,66.42030265574957,5,0.7297355249408203,pre0_mod073_post0,Zero_Flow_Days_sum,National
2,450,3,rsq,standard,0.5930598070503216,5,0.017705154201541052,pre0_mod073_post0,Zero_Flow_Days_sum,National
2,450,6,mae,standard,47.48507872922832,5,0.33175526522126303,pre0_mod074_post0,Zero_Flow_Days_sum,National
2,450,6,rmse,standard,66.8606433301017,5,0.7365050888152678,pre0_mod074_post0,Zero_Flow_Days_sum,National
2,450,6,rsq,standard,0.5883138457716718,5,0.017303974660489913,pre0_mod074_post0,Zero_Flow_Days_sum,National
2,450,9,mae,standard,48.149746378818875,5,0.3809392985241947,pre0_mod075_post0,Zero_Flow_Days_sum,National
2,450,9,rmse,standard,67.49860329841104,5,0.762039319167831,pre0_mod075_post0,Zero_Flow_Days_sum,National
2,450,9,rsq,standard,0.5812010219084539,5,0.017756231754437052,pre0_mod075_post0,Zero_Flow_Days_sum,National
2,450,12,mae,standard,48.60987620824095,5,0.32960403536693916,pre0_mod076_post0,Zero_Flow_Days_sum,National
2,450,12,rmse,standard,67.81817448691632,5,0.7159538452331502,pre0_mod076_post0,Zero_Flow_Days_sum,National
2,450,12,rsq,standard,0.5788464359316087,5,0.017775240536676173,pre0_mod076_post0,Zero_Flow_Days_sum,National
2,450,15,mae,standard,49.17966954550202,5,0.3117684590699662,pre0_mod077_post0,Zero_Flow_Days_sum,National
2,450,15,rmse,standard,68.3847536575931,5,0.6903459129561046,pre0_mod077_post0,Zero_Flow_Days_sum,National
2,450,15,rsq,standard,0.5720014237655974,5,0.017403706532518316,pre0_mod077_post0,Zero_Flow_Days_sum,National
