metric,mk_tau,mk_p,sen_slope,lin_slope,lin_r2,lin_p,pois_slope,pois_r2,pois_p,mw_p,mw_meanGroup1,mw_meanGroup2,mw_medianGroup1,mw_medianGroup2,n_yrGroup1,n_yrGroup2,gage_ID
p.pet_ond,-0.189189189,0.097016806,-0.007638889,-0.007156093,0.047145627,0.190379862,NA,NA,NA,0.085020767,0.759010096,0.577084268,0.618243243,0.49122807,19,19,2264000
swe.p_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2264000
annualnoflowdays,-0.233285917,0.03778776,-1.333333333,-3.473793632,0.121085431,0.032289751,-0.038878736,0.121085431,4.44E-127,0.722806126,100.1578947,84.94736842,27,46,19,19,2266200
zeroflowfirst,0.088319088,0.525582551,0.04,0.708291608,0.027787157,0.405960526,0.022618287,0.027787157,4.54E-13,0.622889563,28.07142857,35.07692308,30,14,14,14,2266200
peak2z_length,0.242424242,0.12078117,0.375,0.549350193,0.098005434,0.156011641,NA,NA,NA,0.060140095,22.09166667,37.08333333,17.75,34.5,12,12,2266200
p_mm_cy,0.081081081,0.481416167,2.28,1.784659153,0.006348053,0.63443209,NA,NA,NA,0.729113675,1307.526316,1324.157895,1259,1369,19,19,2266200
p_mm_amj,0.118065434,0.302589503,2,1.94824379,0.034628451,0.263309131,NA,NA,NA,0.339401365,337.7368421,382.1052632,337,406,19,19,2266200
p_mm_jas,0.162162162,0.15532776,2,3.200240727,0.107607136,0.044366122,NA,NA,NA,0.209268204,507.8947368,575.1052632,539,537,19,19,2266200
p_mm_ond,-0.125177809,0.274024209,-1.266666667,-1.290403764,0.022470679,0.369035477,NA,NA,NA,0.144340312,204.0526316,165.1578947,185,139,19,19,2266200
p_mm_jfm,-0.143669986,0.208612728,-2.333333333,-2.0734216,0.042173991,0.216128453,NA,NA,NA,0.099007639,257.8421053,201.7894737,250,217,19,19,2266200
pet_mm_cy,0.405405405,3.56E-04,3.7,3.627311522,0.374960884,4.39E-05,NA,NA,NA,5.12E-04,1507.578947,1584.526316,1513,1612,19,19,2266200
pet_mm_amj,0.322901849,0.004481054,1.333333333,1.356384725,0.270826189,8.10E-04,NA,NA,NA,0.002065007,485.2631579,514.5263158,483,515,19,19,2266200
pet_mm_jas,0.440967283,1.01E-04,1.125,1.115329905,0.369068023,5.24E-05,NA,NA,NA,4.56E-04,440.7894737,462.8421053,437,465,19,19,2266200
pet_mm_ond,0.315789474,0.005366143,0.611111111,0.688915636,0.235772121,0.002000013,NA,NA,NA,4.75E-04,275.9473684,293.6315789,279,293,19,19,2266200
pet_mm_jfm,0.20341394,0.073983204,0.5,0.466681256,0.071476662,0.104653133,NA,NA,NA,0.179023642,305.5789474,313.5263158,307,314,19,19,2266200
T_max_c_cy,0.174964438,0.12508566,0.01410959,0.013873878,0.075609213,0.094762105,NA,NA,NA,0.246045471,28.24873111,28.46892014,28.21639344,28.38849315,19,19,2266200
T_max_c_amj,0.263157895,0.020709971,0.026502909,0.024970631,0.115865876,0.036517675,NA,NA,NA,0.029561459,30.70746096,31.26604974,30.66593407,31.26813187,19,19,2266200
T_max_c_jas,0.06970128,0.546208418,0.005370844,0.003702717,0.007274432,0.610660587,NA,NA,NA,0.795114839,32.76195652,32.7944508,32.72717391,32.80434783,19,19,2266200
T_max_c_ond,0.13086771,0.252568171,0.017255435,0.017810673,0.042534066,0.214135588,NA,NA,NA,0.430520486,25.70022883,25.94416476,25.55869565,25.82065217,19,19,2266200
T_max_c_jfm,0.083926031,0.465897388,0.016601308,0.009056143,0.005650508,0.653767489,NA,NA,NA,0.603225988,23.76612171,23.81285072,23.38241758,23.91777778,19,19,2266200
T_min_c_cy,0.120910384,0.29094994,0.012460274,0.015752252,0.074148363,0.098141786,NA,NA,NA,0.885313346,16.55994571,16.61119777,16.61205479,16.60519126,19,19,2266200
T_min_c_amj,0.277382646,0.014730026,0.02912088,0.030136392,0.157353286,0.013674486,NA,NA,NA,0.122720976,18.36078658,18.75020243,18.20659341,18.67912088,19,19,2266200
T_min_c_jas,0.361308677,0.001467964,0.027006689,0.025726342,0.283623307,5.78E-04,NA,NA,NA,0.007552083,22.26241419,22.71447368,22.23369565,22.67717391,19,19,2266200
T_min_c_ond,0.075391181,0.513279941,0.01226708,0.010116343,0.005841414,0.648339301,NA,NA,NA,0.953994927,14.50251716,14.31378718,14.1173913,14.36521739,19,19,2266200
T_min_c_jfm,-0.009957326,0.939871454,-0.002051282,-0.003159473,6.58E-04,0.878487478,NA,NA,NA,0.385423739,11.02788574,10.57534734,10.93333333,11.03406593,19,19,2266200
pcumdist10days,-0.116642959,0.307668554,-0.25,-0.213043003,0.0271327,0.323027831,-0.003594386,0.0271327,0.061481612,0.473835982,61.05263158,57.52631579,62,55,19,19,2266200
pcumdist50days,-0.109530583,0.3391136,-0.28,-0.301892986,0.029701182,0.30082996,-0.00211409,0.029701182,0.087718083,0.152426651,148,137.6315789,147,137,19,19,2266200
pcumdist90days,-0.221906117,0.051110923,-1.086956522,-1.323558376,0.14922435,0.016595089,-0.004319125,0.14922435,3.24E-07,0.140109212,318.4210526,294.7368421,317,303,19,19,2266200
swe_mm_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266200
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266200
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266200
swe_mm_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266200
swe_mm_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266200
srad_wm2_cy,0.428165007,1.62E-04,0.4374878,0.422157188,0.381021877,3.66E-05,NA,NA,NA,1.06E-04,211.7125581,220.6221806,210.6721311,221.2273973,19,19,2266200
srad_wm2_amj,0.248933144,0.02870521,0.410256413,0.461086347,0.139319256,0.020990409,NA,NA,NA,0.021516617,267.9375361,277.5292076,271.4945055,280.2857143,19,19,2266200
srad_wm2_jas,0.436699858,1.20E-04,0.644612474,0.623810045,0.398939717,2.11E-05,NA,NA,NA,3.69E-04,235.1985126,247.2889016,234.7934783,247.7173913,19,19,2266200
srad_wm2_ond,0.214793741,0.059323837,0.261904762,0.230641969,0.102467502,0.050084479,NA,NA,NA,0.023329804,161.1275744,167.2826087,161.3695652,167.3478261,19,19,2266200
srad_wm2_jfm,0.33997155,0.002770534,0.387962964,0.373447011,0.254855825,0.001227864,NA,NA,NA,0.004175536,182.6216117,190.4369514,182.7222222,190.1098901,19,19,2266200
p.pet_cy,-0.015647226,0.899954324,-6.68E-04,-7.98E-04,0.002318197,0.774071096,NA,NA,NA,0.729113675,0.871550677,0.840105339,0.839838493,0.84501845,19,19,2266200
swe.p_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266200
p.pet_jfm,-0.140825036,0.217931652,-0.007978723,-0.007397766,0.041297968,0.221066673,NA,NA,NA,0.145803334,0.857250715,0.664835992,0.814332248,0.7,19,19,2266200
swe.p_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266200
p.pet_amj,0.06116643,0.597485454,0.002214818,0.001873039,0.006750198,0.623866708,NA,NA,NA,0.603225988,0.70497668,0.751212536,0.681908549,0.779270633,19,19,2266200
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266200
p.pet_jas,0.075391181,0.513279941,0.002269737,0.004084908,0.031739286,0.284562499,NA,NA,NA,0.583204246,1.157119991,1.24800379,1.183406114,1.136554622,19,19,2266200
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266200
p.pet_ond,-0.146514936,0.199725405,-0.005539569,-0.005886174,0.031420492,0.287033866,NA,NA,NA,0.085020767,0.747697397,0.572147362,0.625,0.484320557,19,19,2266200
swe.p_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266200
annualnoflowdays,0.608870968,8.29E-07,12.54509284,13.84054252,0.707585499,1.66E-09,0.072263578,0.707585499,0,9.30E-05,77.69230769,297.1578947,7,353,13,13,2266205
zeroflowfirst,-0.467692308,8.11E-05,-0.5625,-4.93582974,0.218668269,0.016002523,-0.192619853,0.218668269,3.67E-205,3.99E-04,107.1428571,3.263157895,32,1,7,7,2266205
peak2z_length,-0.532163743,0.001590012,-0.666666667,-3.381796312,0.368231436,0.005870772,NA,NA,NA,0.015778927,61.5952381,4.791666667,44.5,4.5,7,7,2266205
p_mm_cy,0.079658606,0.489245468,2.473684211,1.803589014,0.006498418,0.630434956,NA,NA,NA,0.737053393,1307.684211,1324.789474,1261,1368,19,19,2266205
p_mm_amj,0.120910384,0.29094994,2,1.968596126,0.035259265,0.258927202,NA,NA,NA,0.324859207,337.6842105,382.3684211,338,406,19,19,2266205
p_mm_jas,0.167852063,0.141220355,2.058823529,3.196958092,0.107538605,0.044437873,NA,NA,NA,0.188853168,508.2105263,575.5263158,538,538,19,19,2266205
p_mm_ond,-0.125177809,0.274024209,-1.260869565,-1.290841449,0.022502938,0.36868809,NA,NA,NA,0.144340312,204.0526316,165.1578947,185,138,19,19,2266205
p_mm_jfm,-0.143669986,0.20854077,-2.333333333,-2.071123755,0.042264244,0.215626948,NA,NA,NA,0.096019563,257.7368421,201.7368421,250,218,19,19,2266205
pet_mm_cy,0.406827881,3.39E-04,3.705882353,3.612758507,0.374643127,4.43E-05,NA,NA,NA,4.85E-04,1507.578947,1584.263158,1513,1612,19,19,2266205
pet_mm_amj,0.321479374,0.004664274,1.333333333,1.352336142,0.269670691,8.35E-04,NA,NA,NA,0.002066176,485.3157895,514.5263158,483,515,19,19,2266205
pet_mm_jas,0.440967283,1.01E-04,1.111111111,1.112594376,0.36841621,5.34E-05,NA,NA,NA,4.55E-04,440.7368421,462.7368421,437,465,19,19,2266205
pet_mm_ond,0.315789474,0.005366143,0.608695652,0.683882263,0.233940436,0.00209489,NA,NA,NA,5.02E-04,275.9473684,293.5263158,279,293,19,19,2266205
pet_mm_jfm,0.20341394,0.073983204,0.5,0.463945727,0.070977219,0.10591984,NA,NA,NA,0.179023642,305.5789474,313.4736842,307,314,19,19,2266205
T_max_c_cy,0.166429587,0.144746587,0.014223744,0.013825565,0.075100111,0.0959259,NA,NA,NA,0.283646276,28.24943783,28.46780979,28.21393443,28.38712329,19,19,2266205
T_max_c_amj,0.263157895,0.020709971,0.026244344,0.024976643,0.1159975,0.036404555,NA,NA,NA,0.029561459,30.70624639,31.2637941,30.66593407,31.26373626,19,19,2266205
T_max_c_jas,0.07254623,0.529614078,0.005370844,0.003617797,0.00695739,0.618573815,NA,NA,NA,0.795114839,32.76287185,32.79296339,32.72826087,32.80652174,19,19,2266205
T_max_c_ond,0.129445235,0.257856722,0.017313665,0.017683411,0.041974014,0.217244449,NA,NA,NA,0.452258272,25.7048627,25.94525172,25.55978261,25.82173913,19,19,2266205
T_max_c_jfm,0.083926031,0.465897388,0.016666666,0.009070875,0.005666867,0.653298093,NA,NA,NA,0.603225988,23.76454791,23.81104106,23.37912088,23.91555556,19,19,2266205
T_min_c_cy,0.120910384,0.29094994,0.011990343,0.015816213,0.074618196,0.097041299,NA,NA,NA,0.885313346,16.55951289,16.61151473,16.61013699,16.6057377,19,19,2266205
T_min_c_amj,0.27311522,0.016331419,0.029560439,0.030168256,0.157418735,0.013653148,NA,NA,NA,0.132681365,18.36124928,18.75060729,18.20549451,18.68021978,19,19,2266205
T_min_c_jas,0.362731152,0.001406744,0.027018634,0.025767256,0.284267978,5.68E-04,NA,NA,NA,0.006203971,22.26338673,22.71601831,22.23369565,22.6826087,19,19,2266205
T_min_c_ond,0.078236131,0.497212088,0.012432065,0.01019163,0.005923604,0.646035055,NA,NA,NA,0.976988121,14.50154462,14.31401602,14.11630435,14.3673913,19,19,2266205
T_min_c_jfm,-0.009957326,0.939871454,-0.002307692,-0.00305119,6.14E-04,0.882637525,NA,NA,NA,0.385423739,11.02566352,10.57441424,10.92666667,11.02857143,19,19,2266205
pcumdist10days,-0.118065434,0.301696387,-0.25,-0.219827115,0.02856683,0.310387421,-0.00370892,0.02856683,0.05366324,0.473811722,61.05263158,57.52631579,62,55,19,19,2266205
pcumdist50days,-0.102418208,0.371879587,-0.266666667,-0.291060291,0.027419824,0.320445293,-0.002036339,0.027419824,0.099859211,0.169898933,148,137.8947368,147,137,19,19,2266205
pcumdist90days,-0.216216216,0.057326549,-1.088235294,-1.301674144,0.147858581,0.017142479,-0.004247649,0.147858581,5.05E-07,0.160697386,318.1578947,295,317,303,19,19,2266205
swe_mm_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266205
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266205
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266205
swe_mm_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266205
swe_mm_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266205
srad_wm2_cy,0.428165007,1.62E-04,0.436347886,0.422735592,0.381555922,3.60E-05,NA,NA,NA,1.06E-04,211.7174607,220.6378857,210.6803279,221.2219178,19,19,2266205
srad_wm2_amj,0.248933144,0.02870521,0.412087912,0.461854701,0.139769573,0.020767775,NA,NA,NA,0.021516617,267.9462117,277.5523424,271.5384615,280.3406593,19,19,2266205
srad_wm2_jas,0.436699858,1.20E-04,0.645557657,0.624803161,0.399468957,2.08E-05,NA,NA,NA,3.69E-04,235.1996567,247.3135012,234.7717391,247.7391304,19,19,2266205
srad_wm2_ond,0.214793741,0.059323837,0.261570829,0.230921469,0.102660736,0.049856607,NA,NA,NA,0.023329804,161.1270023,167.2826087,161.3478261,167.3804348,19,19,2266205
srad_wm2_jfm,0.341394026,0.002656483,0.388034185,0.373717932,0.255215048,0.001216529,NA,NA,NA,0.004625128,182.6320802,190.4521368,182.7222222,190.1098901,19,19,2266205
p.pet_cy,-0.015647226,0.899954324,-7.26E-04,-7.79E-04,0.00221888,0.778840408,NA,NA,NA,0.729113675,0.871650481,0.840618148,0.841750842,0.846769231,19,19,2266205
swe.p_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266205
p.pet_jfm,-0.140825036,0.217931652,-0.007978723,-0.007392207,0.041405057,0.220456073,NA,NA,NA,0.145803334,0.856906154,0.664624623,0.814332248,0.703225806,19,19,2266205
swe.p_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266205
p.pet_amj,0.06116643,0.597485454,0.002214818,0.001913524,0.007033792,0.616646703,NA,NA,NA,0.603225988,0.704824732,0.751660025,0.682828283,0.779270633,19,19,2266205
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266205
p.pet_jas,0.075391181,0.513279941,0.002527412,0.00408698,0.031795298,0.284130983,NA,NA,NA,0.563490525,1.157931363,1.249238574,1.183406114,1.147368421,19,19,2266205
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266205
p.pet_ond,-0.149359886,0.191050389,-0.005550831,-0.005877975,0.031355681,0.287539533,NA,NA,NA,0.085020767,0.747705313,0.572324424,0.625,0.480836237,19,19,2266205
swe.p_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266205
annualnoflowdays,-0.076190476,0.430643577,0,-0.478460839,0.019683857,0.414423011,-0.026029578,0.019683857,1.84E-12,0.938072,20.73684211,16.82352941,0,0,19,19,2266500
zeroflowfirst,-0.127272727,0.640428787,-0.392857143,-1.413373521,0.048540697,0.515059466,-0.023972078,0.048540697,2.56E-12,NA,76,51.8,34,62,6,6,2266500
peak2z_length,0.422222222,0.107404636,1.03030303,0.680049739,0.154914708,0.260456108,NA,NA,NA,NA,26.97222222,55.25,22.41666667,55.5,6,6,2266500
p_mm_cy,0.102418208,0.371955217,3.214285714,2.483532115,0.013183056,0.492451819,NA,NA,NA,0.672008309,1299.105263,1327.789474,1255,1318,19,19,2266500
p_mm_amj,0.160739687,0.159115278,2.357142857,2.334391071,0.050735344,0.173934971,NA,NA,NA,0.201433384,330.7894737,381.9473684,333,368,19,19,2266500
p_mm_jas,0.210526316,0.064571092,2.769230769,3.410985885,0.127787333,0.027567863,NA,NA,NA,0.132681365,509.7894737,579.3157895,532,540,19,19,2266500
p_mm_ond,-0.120910384,0.290873676,-1.333333333,-1.385819017,0.026569286,0.328173638,NA,NA,NA,0.161064241,204.6842105,165.7894737,183,136,19,19,2266500
p_mm_jfm,-0.140825036,0.217931652,-2.269230769,-1.876025823,0.035091837,0.260081653,NA,NA,NA,0.102532871,253.8421053,200.7368421,241,203,19,19,2266500
pet_mm_cy,0.413940256,2.65E-04,3.5,3.496881497,0.363207661,6.23E-05,NA,NA,NA,7.84E-04,1512.368421,1584.263158,1520,1616,19,19,2266500
pet_mm_amj,0.312944523,0.005888974,1.310344828,1.325856221,0.258371653,0.001121152,NA,NA,NA,0.003186456,485.4210526,512.9473684,484,515,19,19,2266500
pet_mm_jas,0.443812233,9.12E-05,1.076923077,1.08753693,0.36647251,5.66E-05,NA,NA,NA,5.99E-04,441.8947368,463,440,466,19,19,2266500
pet_mm_ond,0.287339972,0.011368697,0.56,0.636831163,0.220252183,0.002954576,NA,NA,NA,0.003007183,278.1052632,293.7894737,279,292,19,19,2266500
pet_mm_jfm,0.182076814,0.109981849,0.52,0.446657183,0.068208169,0.113241998,NA,NA,NA,0.198598787,306.9473684,314.5263158,308,316,19,19,2266500
T_max_c_cy,0.123755334,0.279615358,0.01229452,0.011491489,0.054284012,0.159212806,NA,NA,NA,0.48793053,28.30277885,28.45049976,28.21010929,28.36876712,19,19,2266500
T_max_c_amj,0.223328592,0.049853698,0.022893773,0.022381197,0.097854863,0.055847849,NA,NA,NA,0.074720114,30.68484673,31.16090226,30.66263736,31.08571429,19,19,2266500
T_max_c_jas,0.055476529,0.632840694,0.002639751,8.64E-04,3.99E-04,0.905270298,NA,NA,NA,0.953994927,32.80062929,32.74942792,32.81956522,32.86413043,19,19,2266500
T_max_c_ond,0.115220484,0.314534699,0.014328063,0.014445259,0.02888678,0.307653469,NA,NA,NA,0.623543823,25.83438215,25.98289474,25.59782609,25.85869565,19,19,2266500
T_max_c_jfm,0.098150782,0.39261231,0.017722222,0.008347918,0.004882935,0.676767874,NA,NA,NA,0.544096062,23.83150504,23.85078658,23.42087912,23.96222222,19,19,2266500
T_min_c_cy,0.156472262,0.170547744,0.012936864,0.018037284,0.093225727,0.062308947,NA,NA,NA,0.849484476,16.60001387,16.69067607,16.65424658,16.68360656,19,19,2266500
T_min_c_amj,0.308677098,0.00661695,0.029532967,0.032106935,0.17411902,0.009148983,NA,NA,NA,0.074720114,18.41972238,18.84349335,18.19450549,18.73626374,19,19,2266500
T_min_c_jas,0.384068279,7.19E-04,0.02826087,0.027054977,0.304692412,3.27E-04,NA,NA,NA,0.005543081,22.32122426,22.79244851,22.29782609,22.79347826,19,19,2266500
T_min_c_ond,0.075391181,0.513279941,0.013604488,0.013003873,0.00954511,0.559531214,NA,NA,NA,1,14.52196796,14.38518307,14.13369565,14.41521739,19,19,2266500
T_min_c_jfm,0.009957326,0.939871454,0.003367146,-1.95E-04,2.47E-06,0.992521424,NA,NA,NA,0.434976755,11.05081293,10.65065548,10.93555556,11.15054945,19,19,2266500
pcumdist10days,-0.13655761,0.231794433,-0.291666667,-0.235802604,0.031687012,0.284965935,-0.003989289,0.031687012,0.038220842,0.372811008,61.05263158,57.21052632,62,53,19,19,2266500
pcumdist50days,-0.140825036,0.217349213,-0.294117647,-0.289966079,0.029555671,0.302035093,-0.002031675,0.029555671,0.100888947,0.104842411,147.7894737,137.6842105,147,139,19,19,2266500
pcumdist90days,-0.226173542,0.046795944,-1.142857143,-1.374658059,0.158745022,0.013227699,-0.004491052,0.158745022,1.10E-07,0.118065432,318.6315789,293.8421053,317,303,19,19,2266500
swe_mm_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266500
swe_mm_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266500
swe_mm_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266500
swe_mm_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266500
swe_mm_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266500
srad_wm2_cy,0.439544808,1.08E-04,0.446952,0.435834139,0.396758594,2.26E-05,NA,NA,NA,7.86E-05,212.0219998,221.1545369,211.0737705,221.8575342,19,19,2266500
srad_wm2_amj,0.260312945,0.022132474,0.429945054,0.479089135,0.147715565,0.017200814,NA,NA,NA,0.016776766,268.2596877,278.227299,271.7142857,281.9120879,19,19,2266500
srad_wm2_jas,0.450924609,7.11E-05,0.669384058,0.645512305,0.410582379,1.47E-05,NA,NA,NA,2.16E-04,235.437643,247.9118993,234.75,248.826087,19,19,2266500
srad_wm2_ond,0.214793741,0.059323837,0.268115941,0.235525483,0.106869016,0.045145074,NA,NA,NA,0.027345323,161.3026316,167.4347826,161.6195652,167.5434783,19,19,2266500
srad_wm2_jfm,0.3371266,0.003002923,0.386111113,0.383571274,0.265790505,9.24E-04,NA,NA,NA,0.004416119,183.1264186,191.0976801,183.5777778,190.3956044,19,19,2266500
p.pet_cy,0.015647226,0.899954324,4.36E-04,-2.86E-04,3.19E-04,0.915176004,NA,NA,NA,0.885313346,0.863319279,0.842256141,0.832219251,0.822634017,19,19,2266500
swe.p_cy,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266500
p.pet_jfm,-0.129445235,0.257856722,-0.007279656,-0.00665797,0.034641643,0.263216591,NA,NA,NA,0.145803334,0.839113433,0.658837368,0.785016287,0.661237785,19,19,2266500
swe.p_jfm,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266500
p.pet_amj,0.078236131,0.497212088,0.003052712,0.002684776,0.013942095,0.480166694,NA,NA,NA,0.525031445,0.691243387,0.753229614,0.682186235,0.717092338,19,19,2266500
swe.p_amj,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266500
p.pet_jas,0.120910384,0.29094994,0.003440897,0.004561213,0.041599914,0.219350028,NA,NA,NA,0.452258272,1.158301149,1.256235108,1.194323144,1.140280561,19,19,2266500
swe.p_jas,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,17,17,2266500
p.pet_ond,-0.157894737,0.166692609,-0.005735172,-0.006054902,0.03465094,0.26315139,NA,NA,NA,0.096409296,0.743848045,0.573888091,0.616161616,0.473867596,19,19,2266500
swe.p_ond,0,1,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,18,18,2266500
annualnoflowdays,-0.465725806,1.91E-04,-7.229166667,-6.269794721,0.388205859,1.40E-04,-0.0511843,0.388205859,1.12E-176,0.006824444,184.0769231,89.42105263,188,60,13,13,2291580
zeroflowfirst,0.172413793,0.113950799,0,3.789521653,0.160796286,0.028084472,0.186296521,0.160796286,2.40E-176,0.337785802,5.083333333,44.61111111,1,1,12,12,2291580
peak2z_length,0.32,0.023068123,0.279761905,0.997377127,0.220576297,0.015487756,NA,NA,NA,0.119743597,10.24333333,21.21458333,9.053571429,12.125,10,10,2291580
p_mm_cy,0.172119488,0.131332756,4.888888889,4.869351133,0.04637385,0.194138694,NA,NA,NA,0.342654627,1417.105263,1470.842105,1314,1446,19,19,2291580
p_mm_amj,0.220483642,0.052821249,3,2.969580917,0.069483499,0.109805484,NA,NA,NA,0.174557528,382,423.7368421,342,406,19,19,2291580
p_mm_jas,0.244665718,0.031531052,3.25,4.911150016,0.174275412,0.009114577,NA,NA,NA,0.02275256,634.8947368,742.8421053,650,692,19,19,2291580
p_mm_ond,-0.029871977,0.801331894,-0.3,-0.698107014,0.010292476,0.544470311,NA,NA,NA,0.372968145,189,154.8947368,145,152,19,19,2291580
p_mm_jfm,-0.217638691,0.055974821,-2.166666667,-2.313272787,0.058782497,0.142477761,NA,NA,NA,0.035531221,211.2105263,149.3684211,189,138,19,19,2291580
pet_mm_cy,0.187766714,0.09949432,1.583333333,1.214903162,0.062236347,0.130922379,NA,NA,NA,0.128919616,1542.736842,1568.894737,1542,1573,19,19,2291580
pet_mm_amj,0.140825036,0.217543481,0.5,0.5103403,0.065165847,0.121908043,NA,NA,NA,0.087465496,483.2105263,496.0526316,480,496,19,19,2291580
pet_mm_jas,0.149359886,0.190559061,0.363636364,0.401685086,0.051842778,0.169185466,NA,NA,NA,0.219752353,427.6315789,434.7368421,423,435,19,19,2291580
pet_mm_ond,0.052631579,0.650621567,0.125,0.104387789,0.00625267,0.636997595,NA,NA,NA,0.619502707,307.3157895,309.7368421,305,306,19,19,2291580
pet_mm_jfm,0.091038407,0.427672954,0.214285714,0.198489988,0.014815521,0.466628781,NA,NA,NA,0.520231634,324.5789474,328.3684211,326,330,19,19,2291580
T_max_c_cy,-0.012802276,0.919887654,-7.17E-04,-0.001596615,0.001013629,0.84950372,NA,NA,NA,0.145803334,29.27051288,29.01454671,29.30246575,28.92767123,19,19,2291580
T_max_c_amj,0.036984353,0.753276141,0.005563187,0.004162333,0.003493634,0.72446572,NA,NA,NA,0.715145515,31.27113939,31.23493349,31.25384615,31.06153846,19,19,2291580
T_max_c_jas,-0.224751067,0.048387992,-0.01784108,-0.016248805,0.102192087,0.050411081,NA,NA,NA,0.001874609,33.04622426,32.46750572,33.09782609,32.55108696,19,19,2291580
T_max_c_ond,0.004267425,0.979940256,4.66E-04,5.03E-04,4.66E-05,0.967563188,NA,NA,NA,0.258179952,27.36624714,27.06550343,27.3576087,26.85652174,19,19,2291580
T_max_c_jfm,0.112375533,0.326785805,0.017481481,0.00544525,0.002269252,0.776407425,NA,NA,NA,0.644145201,25.34481974,25.2432228,25.18555556,25.57333333,19,19,2291580
T_min_c_cy,0.20056899,0.078396503,0.017251781,0.01988971,0.13320964,0.02425413,NA,NA,NA,0.976988121,18.03546964,18.1488029,18.12958904,18.08657534,19,19,2291580
T_min_c_amj,0.304409673,0.007405717,0.033666334,0.031863202,0.17725363,0.008482899,NA,NA,NA,0.193862493,19.47050318,19.80283401,19.3956044,19.64395604,19,19,2291580
