mtry,trees,min_n,.metric,.estimator,mean,n,std_err,.config,metric
4,1650,21,rsq,standard,0.14140829705104846,5,0.04636571386715932,pre0_mod255_post0,tau_Zero_Flow_Days_sum
4,1650,25,mae,standard,0.11598064066850769,5,0.0051564387577030454,pre0_mod256_post0,tau_Zero_Flow_Days_sum
4,1650,25,rmse,standard,0.15513705599588484,5,0.006656736080982814,pre0_mod256_post0,tau_Zero_Flow_Days_sum
4,1650,25,rsq,standard,0.1446226625016202,5,0.0490513856843836,pre0_mod256_post0,tau_Zero_Flow_Days_sum
6,250,3,mae,standard,0.11652883719161773,5,0.005037680689108904,pre0_mod257_post0,tau_Zero_Flow_Days_sum
6,250,3,rmse,standard,0.15610302409158855,5,0.006183593307101211,pre0_mod257_post0,tau_Zero_Flow_Days_sum
6,250,3,rsq,standard,0.1342930786153572,5,0.04065065791106666,pre0_mod257_post0,tau_Zero_Flow_Days_sum
6,250,6,mae,standard,0.11630322934765508,5,0.0047511625461055685,pre0_mod258_post0,tau_Zero_Flow_Days_sum
6,250,6,rmse,standard,0.15585681809687674,5,0.005696369823190387,pre0_mod258_post0,tau_Zero_Flow_Days_sum
6,250,6,rsq,standard,0.13067512114191757,5,0.036058870155871545,pre0_mod258_post0,tau_Zero_Flow_Days_sum
6,250,9,mae,standard,0.11662928847538809,5,0.005069886747708495,pre0_mod259_post0,tau_Zero_Flow_Days_sum
6,250,9,rmse,standard,0.1557426408178672,5,0.006153853404729827,pre0_mod259_post0,tau_Zero_Flow_Days_sum
6,250,9,rsq,standard,0.13740226639477748,5,0.04803106811258486,pre0_mod259_post0,tau_Zero_Flow_Days_sum
6,250,12,mae,standard,0.11465622488731121,5,0.005508931647150599,pre0_mod260_post0,tau_Zero_Flow_Days_sum
6,250,12,rmse,standard,0.15432007166894873,5,0.006578352368379395,pre0_mod260_post0,tau_Zero_Flow_Days_sum
6,250,12,rsq,standard,0.1516160359940542,5,0.04565724708410401,pre0_mod260_post0,tau_Zero_Flow_Days_sum
6,250,15,mae,standard,0.11565739216355082,5,0.005147836309087882,pre0_mod261_post0,tau_Zero_Flow_Days_sum
6,250,15,rmse,standard,0.15458494852098909,5,0.0067753685650781305,pre0_mod261_post0,tau_Zero_Flow_Days_sum
6,250,15,rsq,standard,0.14917963587662125,5,0.046263038162705016,pre0_mod261_post0,tau_Zero_Flow_Days_sum
6,250,18,mae,standard,0.11621124535827747,5,0.005286116392723186,pre0_mod262_post0,tau_Zero_Flow_Days_sum
6,250,18,rmse,standard,0.15627260453000794,5,0.0063980861055649655,pre0_mod262_post0,tau_Zero_Flow_Days_sum
6,250,18,rsq,standard,0.13182575438677477,5,0.038963691524656674,pre0_mod262_post0,tau_Zero_Flow_Days_sum
6,250,21,mae,standard,0.11567205980425765,5,0.005086206757596192,pre0_mod263_post0,tau_Zero_Flow_Days_sum
6,250,21,rmse,standard,0.15582195363527648,5,0.006427915013928466,pre0_mod263_post0,tau_Zero_Flow_Days_sum
6,250,21,rsq,standard,0.13813889010066144,5,0.04714873525440091,pre0_mod263_post0,tau_Zero_Flow_Days_sum
6,250,25,mae,standard,0.11570483595200133,5,0.004901570853937372,pre0_mod264_post0,tau_Zero_Flow_Days_sum
6,250,25,rmse,standard,0.154612918765446,5,0.006374456981550897,pre0_mod264_post0,tau_Zero_Flow_Days_sum
6,250,25,rsq,standard,0.15144548269206154,5,0.04695126743136923,pre0_mod264_post0,tau_Zero_Flow_Days_sum
6,450,3,mae,standard,0.11620361371312031,5,0.004988200733669116,pre0_mod265_post0,tau_Zero_Flow_Days_sum
6,450,3,rmse,standard,0.15556693862926035,5,0.005822402253557725,pre0_mod265_post0,tau_Zero_Flow_Days_sum
6,450,3,rsq,standard,0.13664868022769355,5,0.04142927451698505,pre0_mod265_post0,tau_Zero_Flow_Days_sum
6,450,6,mae,standard,0.1171805671722108,5,0.005726946790713522,pre0_mod266_post0,tau_Zero_Flow_Days_sum
6,450,6,rmse,standard,0.15644448409421818,5,0.006729386329839229,pre0_mod266_post0,tau_Zero_Flow_Days_sum
6,450,6,rsq,standard,0.12995515500291827,5,0.04514844635674446,pre0_mod266_post0,tau_Zero_Flow_Days_sum
6,450,9,mae,standard,0.11636474352395185,5,0.0052374846412972164,pre0_mod267_post0,tau_Zero_Flow_Days_sum
6,450,9,rmse,standard,0.15592538400003997,5,0.0061156518173330465,pre0_mod267_post0,tau_Zero_Flow_Days_sum
6,450,9,rsq,standard,0.1310812377598069,5,0.04001222831603512,pre0_mod267_post0,tau_Zero_Flow_Days_sum
6,450,12,mae,standard,0.11576802512406176,5,0.0056737620360219065,pre0_mod268_post0,tau_Zero_Flow_Days_sum
6,450,12,rmse,standard,0.15526322323062383,5,0.006482890542726743,pre0_mod268_post0,tau_Zero_Flow_Days_sum
6,450,12,rsq,standard,0.14331352414641327,5,0.04628265520368977,pre0_mod268_post0,tau_Zero_Flow_Days_sum
6,450,15,mae,standard,0.11623489312612137,5,0.0052416942377823865,pre0_mod269_post0,tau_Zero_Flow_Days_sum
6,450,15,rmse,standard,0.15552905391418556,5,0.006383975322197728,pre0_mod269_post0,tau_Zero_Flow_Days_sum
6,450,15,rsq,standard,0.14055471292425353,5,0.04835428978658211,pre0_mod269_post0,tau_Zero_Flow_Days_sum
6,450,18,mae,standard,0.11635068512878594,5,0.0050513639897936885,pre0_mod270_post0,tau_Zero_Flow_Days_sum
6,450,18,rmse,standard,0.15609572762008886,5,0.006620225486701696,pre0_mod270_post0,tau_Zero_Flow_Days_sum
6,450,18,rsq,standard,0.13218959018825444,5,0.04444999909678828,pre0_mod270_post0,tau_Zero_Flow_Days_sum
6,450,21,mae,standard,0.11632456844124701,5,0.0056871183521241585,pre0_mod271_post0,tau_Zero_Flow_Days_sum
6,450,21,rmse,standard,0.15548257931767087,5,0.006865646614549195,pre0_mod271_post0,tau_Zero_Flow_Days_sum
6,450,21,rsq,standard,0.14242682668699877,5,0.05046212655906788,pre0_mod271_post0,tau_Zero_Flow_Days_sum
6,450,25,mae,standard,0.11582289956995015,5,0.005240885228501415,pre0_mod272_post0,tau_Zero_Flow_Days_sum
6,450,25,rmse,standard,0.15477288845172646,5,0.006838432996081408,pre0_mod272_post0,tau_Zero_Flow_Days_sum
6,450,25,rsq,standard,0.14727487862911234,5,0.04887489089790436,pre0_mod272_post0,tau_Zero_Flow_Days_sum
6,650,3,mae,standard,0.11673293735711253,5,0.004618864785798488,pre0_mod273_post0,tau_Zero_Flow_Days_sum
6,650,3,rmse,standard,0.15563367980860582,5,0.005527582731606758,pre0_mod273_post0,tau_Zero_Flow_Days_sum
6,650,3,rsq,standard,0.13547074304775802,5,0.04023709230414099,pre0_mod273_post0,tau_Zero_Flow_Days_sum
6,650,6,mae,standard,0.11644157126084415,5,0.005026483517904524,pre0_mod274_post0,tau_Zero_Flow_Days_sum
6,650,6,rmse,standard,0.1561808108808781,5,0.005874834570938432,pre0_mod274_post0,tau_Zero_Flow_Days_sum
6,650,6,rsq,standard,0.1300056219403529,5,0.04226655947279013,pre0_mod274_post0,tau_Zero_Flow_Days_sum
6,650,9,mae,standard,0.11582358879701796,5,0.005115575684070583,pre0_mod275_post0,tau_Zero_Flow_Days_sum
6,650,9,rmse,standard,0.15522598651837927,5,0.006148862318048433,pre0_mod275_post0,tau_Zero_Flow_Days_sum
6,650,9,rsq,standard,0.13940599863681774,5,0.04089367415926834,pre0_mod275_post0,tau_Zero_Flow_Days_sum
6,650,12,mae,standard,0.11660415250612362,5,0.004876332086033234,pre0_mod276_post0,tau_Zero_Flow_Days_sum
6,650,12,rmse,standard,0.15568826124412852,5,0.005872629925287618,pre0_mod276_post0,tau_Zero_Flow_Days_sum
6,650,12,rsq,standard,0.13522171705016228,5,0.04393329480948317,pre0_mod276_post0,tau_Zero_Flow_Days_sum
6,650,15,mae,standard,0.11642061161522665,5,0.005181801213707053,pre0_mod277_post0,tau_Zero_Flow_Days_sum
6,650,15,rmse,standard,0.15546518320545166,5,0.006436019738326806,pre0_mod277_post0,tau_Zero_Flow_Days_sum
6,650,15,rsq,standard,0.13741275530294578,5,0.04319993355421347,pre0_mod277_post0,tau_Zero_Flow_Days_sum
6,650,18,mae,standard,0.11653162578862424,5,0.004859743732389913,pre0_mod278_post0,tau_Zero_Flow_Days_sum
6,650,18,rmse,standard,0.1556397315685082,5,0.0063389872059381805,pre0_mod278_post0,tau_Zero_Flow_Days_sum
6,650,18,rsq,standard,0.13555136330768802,5,0.04304008596974709,pre0_mod278_post0,tau_Zero_Flow_Days_sum
6,650,21,mae,standard,0.11647562024891908,5,0.005142047549105664,pre0_mod279_post0,tau_Zero_Flow_Days_sum
6,650,21,rmse,standard,0.1557817388419019,5,0.006314830890627634,pre0_mod279_post0,tau_Zero_Flow_Days_sum
6,650,21,rsq,standard,0.13458478415216804,5,0.043634802577037696,pre0_mod279_post0,tau_Zero_Flow_Days_sum
6,650,25,mae,standard,0.11578191590601414,5,0.00489978543121795,pre0_mod280_post0,tau_Zero_Flow_Days_sum
6,650,25,rmse,standard,0.15485189047647777,5,0.006542264546270162,pre0_mod280_post0,tau_Zero_Flow_Days_sum
6,650,25,rsq,standard,0.1448496044262251,5,0.047197824816746385,pre0_mod280_post0,tau_Zero_Flow_Days_sum
6,850,3,mae,standard,0.1169156322161718,5,0.005101760188824384,pre0_mod281_post0,tau_Zero_Flow_Days_sum
6,850,3,rmse,standard,0.15596354556169859,5,0.005744948718401402,pre0_mod281_post0,tau_Zero_Flow_Days_sum
6,850,3,rsq,standard,0.13075034895238805,5,0.03709991346103412,pre0_mod281_post0,tau_Zero_Flow_Days_sum
6,850,6,mae,standard,0.11722439194685208,5,0.004975055793340696,pre0_mod282_post0,tau_Zero_Flow_Days_sum
6,850,6,rmse,standard,0.15640445850951198,5,0.0058562637560138995,pre0_mod282_post0,tau_Zero_Flow_Days_sum
6,850,6,rsq,standard,0.12848226955516326,5,0.04186826494537458,pre0_mod282_post0,tau_Zero_Flow_Days_sum
6,850,9,mae,standard,0.11658609827736553,5,0.005395526672312342,pre0_mod283_post0,tau_Zero_Flow_Days_sum
6,850,9,rmse,standard,0.1556348605796036,5,0.006370034143326256,pre0_mod283_post0,tau_Zero_Flow_Days_sum
6,850,9,rsq,standard,0.13612377347896418,5,0.04426027788467594,pre0_mod283_post0,tau_Zero_Flow_Days_sum
6,850,12,mae,standard,0.11637229996508788,5,0.0050954511605447094,pre0_mod284_post0,tau_Zero_Flow_Days_sum
6,850,12,rmse,standard,0.15567761600574803,5,0.006102753319647779,pre0_mod284_post0,tau_Zero_Flow_Days_sum
6,850,12,rsq,standard,0.1339658097920716,5,0.042369721364829645,pre0_mod284_post0,tau_Zero_Flow_Days_sum
6,850,15,mae,standard,0.1158543281876136,5,0.005367445152340562,pre0_mod285_post0,tau_Zero_Flow_Days_sum
6,850,15,rmse,standard,0.15536742190720618,5,0.0063761190938638815,pre0_mod285_post0,tau_Zero_Flow_Days_sum
6,850,15,rsq,standard,0.1424481894415267,5,0.04625303692831223,pre0_mod285_post0,tau_Zero_Flow_Days_sum
6,850,18,mae,standard,0.11585676759834335,5,0.0051315050558709075,pre0_mod286_post0,tau_Zero_Flow_Days_sum
6,850,18,rmse,standard,0.15510204645048978,5,0.006481009410806897,pre0_mod286_post0,tau_Zero_Flow_Days_sum
6,850,18,rsq,standard,0.14087081319087366,5,0.04229974537498013,pre0_mod286_post0,tau_Zero_Flow_Days_sum
6,850,21,mae,standard,0.11585907748325909,5,0.005432271491040605,pre0_mod287_post0,tau_Zero_Flow_Days_sum
6,850,21,rmse,standard,0.15541110259860835,5,0.006707651686966719,pre0_mod287_post0,tau_Zero_Flow_Days_sum
6,850,21,rsq,standard,0.14111080229726203,5,0.048225534410554605,pre0_mod287_post0,tau_Zero_Flow_Days_sum
6,850,25,mae,standard,0.1159137877555713,5,0.004955274504050902,pre0_mod288_post0,tau_Zero_Flow_Days_sum
6,850,25,rmse,standard,0.15508734074112118,5,0.006379265435517456,pre0_mod288_post0,tau_Zero_Flow_Days_sum
6,850,25,rsq,standard,0.14160226464974612,5,0.04354925957039267,pre0_mod288_post0,tau_Zero_Flow_Days_sum
6,1050,3,mae,standard,0.11675761826162286,5,0.004883961000482406,pre0_mod289_post0,tau_Zero_Flow_Days_sum
6,1050,3,rmse,standard,0.15574288504784314,5,0.005676113726768047,pre0_mod289_post0,tau_Zero_Flow_Days_sum
6,1050,3,rsq,standard,0.1346873798007566,5,0.04371153147376053,pre0_mod289_post0,tau_Zero_Flow_Days_sum
6,1050,6,mae,standard,0.11652718479878861,5,0.0049995682963792825,pre0_mod290_post0,tau_Zero_Flow_Days_sum
6,1050,6,rmse,standard,0.15535247792731294,5,0.006091284237435948,pre0_mod290_post0,tau_Zero_Flow_Days_sum
6,1050,6,rsq,standard,0.1363359236272051,5,0.03976988153126543,pre0_mod290_post0,tau_Zero_Flow_Days_sum
6,1050,9,mae,standard,0.11640872586106665,5,0.005156496227469244,pre0_mod291_post0,tau_Zero_Flow_Days_sum
6,1050,9,rmse,standard,0.15554088112674205,5,0.0060451898520810085,pre0_mod291_post0,tau_Zero_Flow_Days_sum
6,1050,9,rsq,standard,0.13604488507086065,5,0.04282936922880074,pre0_mod291_post0,tau_Zero_Flow_Days_sum
6,1050,12,mae,standard,0.11656864093010483,5,0.00532277708208915,pre0_mod292_post0,tau_Zero_Flow_Days_sum
6,1050,12,rmse,standard,0.15570365942235478,5,0.0063203670780942614,pre0_mod292_post0,tau_Zero_Flow_Days_sum
6,1050,12,rsq,standard,0.1354926467285006,5,0.04405668625607996,pre0_mod292_post0,tau_Zero_Flow_Days_sum
6,1050,15,mae,standard,0.11655865521780481,5,0.004944947227930703,pre0_mod293_post0,tau_Zero_Flow_Days_sum
6,1050,15,rmse,standard,0.15597055149568662,5,0.006209957123605695,pre0_mod293_post0,tau_Zero_Flow_Days_sum
6,1050,15,rsq,standard,0.13195712675432886,5,0.040659183374337764,pre0_mod293_post0,tau_Zero_Flow_Days_sum
6,1050,18,mae,standard,0.11611567708780748,5,0.004827777634998964,pre0_mod294_post0,tau_Zero_Flow_Days_sum
6,1050,18,rmse,standard,0.1551994752665899,5,0.006322050766340324,pre0_mod294_post0,tau_Zero_Flow_Days_sum
6,1050,18,rsq,standard,0.141026322116857,5,0.044335318339860985,pre0_mod294_post0,tau_Zero_Flow_Days_sum
6,1050,21,mae,standard,0.11563596866358541,5,0.005294646828186074,pre0_mod295_post0,tau_Zero_Flow_Days_sum
6,1050,21,rmse,standard,0.15487383638596236,5,0.006544806760520467,pre0_mod295_post0,tau_Zero_Flow_Days_sum
6,1050,21,rsq,standard,0.14526534818902093,5,0.04738796169841359,pre0_mod295_post0,tau_Zero_Flow_Days_sum
6,1050,25,mae,standard,0.11563694988809908,5,0.005075596003970087,pre0_mod296_post0,tau_Zero_Flow_Days_sum
6,1050,25,rmse,standard,0.1549427062199935,5,0.00658122328074071,pre0_mod296_post0,tau_Zero_Flow_Days_sum
6,1050,25,rsq,standard,0.1427079031972535,5,0.04489121000915415,pre0_mod296_post0,tau_Zero_Flow_Days_sum
6,1250,3,mae,standard,0.11672441579834796,5,0.00535735631661426,pre0_mod297_post0,tau_Zero_Flow_Days_sum
6,1250,3,rmse,standard,0.15644792734090052,5,0.0059024725833265596,pre0_mod297_post0,tau_Zero_Flow_Days_sum
6,1250,3,rsq,standard,0.12950982188317195,5,0.04279286984500589,pre0_mod297_post0,tau_Zero_Flow_Days_sum
6,1250,6,mae,standard,0.11630051690264784,5,0.004946740232195091,pre0_mod298_post0,tau_Zero_Flow_Days_sum
6,1250,6,rmse,standard,0.15590644378691418,5,0.005675856955055724,pre0_mod298_post0,tau_Zero_Flow_Days_sum
6,1250,6,rsq,standard,0.1328483620651468,5,0.041532452621060555,pre0_mod298_post0,tau_Zero_Flow_Days_sum
6,1250,9,mae,standard,0.11631310042353928,5,0.0052761603487031525,pre0_mod299_post0,tau_Zero_Flow_Days_sum
6,1250,9,rmse,standard,0.15580798315538527,5,0.006120007247081831,pre0_mod299_post0,tau_Zero_Flow_Days_sum
6,1250,9,rsq,standard,0.13499694738324067,5,0.04439201234345905,pre0_mod299_post0,tau_Zero_Flow_Days_sum
6,1250,12,mae,standard,0.11599879804902577,5,0.004920074062045651,pre0_mod300_post0,tau_Zero_Flow_Days_sum
6,1250,12,rmse,standard,0.15551449737602244,5,0.0060924426606199025,pre0_mod300_post0,tau_Zero_Flow_Days_sum
6,1250,12,rsq,standard,0.13806769393898286,5,0.04276652432486853,pre0_mod300_post0,tau_Zero_Flow_Days_sum
6,1250,15,mae,standard,0.1165060270120415,5,0.005175084621301864,pre0_mod301_post0,tau_Zero_Flow_Days_sum
6,1250,15,rmse,standard,0.1557447281344937,5,0.0064055223689008555,pre0_mod301_post0,tau_Zero_Flow_Days_sum
6,1250,15,rsq,standard,0.13586262081770914,5,0.044224519412260854,pre0_mod301_post0,tau_Zero_Flow_Days_sum
6,1250,18,mae,standard,0.11547358947228763,5,0.005235974816741343,pre0_mod302_post0,tau_Zero_Flow_Days_sum
6,1250,18,rmse,standard,0.15485011680116562,5,0.0065129379392948415,pre0_mod302_post0,tau_Zero_Flow_Days_sum
6,1250,18,rsq,standard,0.14498591391352736,5,0.04556665027346604,pre0_mod302_post0,tau_Zero_Flow_Days_sum
6,1250,21,mae,standard,0.11566618578116346,5,0.005107696965566114,pre0_mod303_post0,tau_Zero_Flow_Days_sum
6,1250,21,rmse,standard,0.15501444157328823,5,0.006441768874743206,pre0_mod303_post0,tau_Zero_Flow_Days_sum
6,1250,21,rsq,standard,0.1428789587011053,5,0.045264524415628754,pre0_mod303_post0,tau_Zero_Flow_Days_sum
6,1250,25,mae,standard,0.1156353983894951,5,0.0051960734809529665,pre0_mod304_post0,tau_Zero_Flow_Days_sum
6,1250,25,rmse,standard,0.15471600218353576,5,0.006589216105168399,pre0_mod304_post0,tau_Zero_Flow_Days_sum
6,1250,25,rsq,standard,0.1480755314575437,5,0.046478425161426515,pre0_mod304_post0,tau_Zero_Flow_Days_sum
6,1450,3,mae,standard,0.11674696154310113,5,0.005072758577685365,pre0_mod305_post0,tau_Zero_Flow_Days_sum
6,1450,3,rmse,standard,0.1558710649007587,5,0.005854469742649168,pre0_mod305_post0,tau_Zero_Flow_Days_sum
6,1450,3,rsq,standard,0.13481232509831645,5,0.04215573284858629,pre0_mod305_post0,tau_Zero_Flow_Days_sum
6,1450,6,mae,standard,0.11655017449803565,5,0.005269689681531285,pre0_mod306_post0,tau_Zero_Flow_Days_sum
6,1450,6,rmse,standard,0.15602248559546023,5,0.006304799475930765,pre0_mod306_post0,tau_Zero_Flow_Days_sum
6,1450,6,rsq,standard,0.13105679797781256,5,0.04056493379148135,pre0_mod306_post0,tau_Zero_Flow_Days_sum
6,1450,9,mae,standard,0.11642472595868313,5,0.0050558092779346255,pre0_mod307_post0,tau_Zero_Flow_Days_sum
6,1450,9,rmse,standard,0.15562781325537126,5,0.006259546209933213,pre0_mod307_post0,tau_Zero_Flow_Days_sum
6,1450,9,rsq,standard,0.1365090795402084,5,0.041650993728607776,pre0_mod307_post0,tau_Zero_Flow_Days_sum
6,1450,12,mae,standard,0.11595532327033402,5,0.00504082418620175,pre0_mod308_post0,tau_Zero_Flow_Days_sum
6,1450,12,rmse,standard,0.15523233687237592,5,0.006236780791734828,pre0_mod308_post0,tau_Zero_Flow_Days_sum
6,1450,12,rsq,standard,0.14079543571789033,5,0.04268606604287273,pre0_mod308_post0,tau_Zero_Flow_Days_sum
6,1450,15,mae,standard,0.11568083910246336,5,0.005404378556392086,pre0_mod309_post0,tau_Zero_Flow_Days_sum
6,1450,15,rmse,standard,0.15504918370878562,5,0.006518299992600427,pre0_mod309_post0,tau_Zero_Flow_Days_sum
6,1450,15,rsq,standard,0.14382334201555405,5,0.045428414142028514,pre0_mod309_post0,tau_Zero_Flow_Days_sum
6,1450,18,mae,standard,0.11559122066064705,5,0.005139335602693116,pre0_mod310_post0,tau_Zero_Flow_Days_sum
6,1450,18,rmse,standard,0.15488118055330435,5,0.006491422480649661,pre0_mod310_post0,tau_Zero_Flow_Days_sum
6,1450,18,rsq,standard,0.14444810609662342,5,0.04582537026406789,pre0_mod310_post0,tau_Zero_Flow_Days_sum
6,1450,21,mae,standard,0.11568869437334983,5,0.005127152850823319,pre0_mod311_post0,tau_Zero_Flow_Days_sum
6,1450,21,rmse,standard,0.1550647561615111,5,0.006323467647739395,pre0_mod311_post0,tau_Zero_Flow_Days_sum
6,1450,21,rsq,standard,0.1429127766837549,5,0.04553381943695455,pre0_mod311_post0,tau_Zero_Flow_Days_sum
6,1450,25,mae,standard,0.11609170338095748,5,0.004867395750854408,pre0_mod312_post0,tau_Zero_Flow_Days_sum
6,1450,25,rmse,standard,0.15532833580017472,5,0.006186810199343625,pre0_mod312_post0,tau_Zero_Flow_Days_sum
6,1450,25,rsq,standard,0.13887635295279918,5,0.044704708858587766,pre0_mod312_post0,tau_Zero_Flow_Days_sum
6,1650,3,mae,standard,0.11691917722580039,5,0.0051727724629290536,pre0_mod313_post0,tau_Zero_Flow_Days_sum
6,1650,3,rmse,standard,0.15609700494221743,5,0.006003766623728573,pre0_mod313_post0,tau_Zero_Flow_Days_sum
6,1650,3,rsq,standard,0.131500538567995,5,0.041735525550912166,pre0_mod313_post0,tau_Zero_Flow_Days_sum
6,1650,6,mae,standard,0.11650069192231552,5,0.005234813018794956,pre0_mod314_post0,tau_Zero_Flow_Days_sum
6,1650,6,rmse,standard,0.15611086831433316,5,0.005951367179958765,pre0_mod314_post0,tau_Zero_Flow_Days_sum
6,1650,6,rsq,standard,0.1316265946359788,5,0.04203026052322505,pre0_mod314_post0,tau_Zero_Flow_Days_sum
6,1650,9,mae,standard,0.11635976787987953,5,0.005040680342344985,pre0_mod315_post0,tau_Zero_Flow_Days_sum
6,1650,9,rmse,standard,0.15569727644579615,5,0.006083736972925146,pre0_mod315_post0,tau_Zero_Flow_Days_sum
6,1650,9,rsq,standard,0.133999804961464,5,0.04016151654410116,pre0_mod315_post0,tau_Zero_Flow_Days_sum
6,1650,12,mae,standard,0.11604464690782323,5,0.005173847502864329,pre0_mod316_post0,tau_Zero_Flow_Days_sum
6,1650,12,rmse,standard,0.1557935266899986,5,0.006278300428797425,pre0_mod316_post0,tau_Zero_Flow_Days_sum
6,1650,12,rsq,standard,0.13432906380203063,5,0.04282710524178636,pre0_mod316_post0,tau_Zero_Flow_Days_sum
6,1650,15,mae,standard,0.11532389834036605,5,0.00524285028254472,pre0_mod317_post0,tau_Zero_Flow_Days_sum
6,1650,15,rmse,standard,0.15496688462162203,5,0.006348372567652274,pre0_mod317_post0,tau_Zero_Flow_Days_sum
6,1650,15,rsq,standard,0.14322030705551628,5,0.04402041725116299,pre0_mod317_post0,tau_Zero_Flow_Days_sum
6,1650,18,mae,standard,0.11590443109774005,5,0.005136235085600332,pre0_mod318_post0,tau_Zero_Flow_Days_sum
6,1650,18,rmse,standard,0.15542977647299586,5,0.006551508707638655,pre0_mod318_post0,tau_Zero_Flow_Days_sum
6,1650,18,rsq,standard,0.1392577023080956,5,0.04551213680127553,pre0_mod318_post0,tau_Zero_Flow_Days_sum
6,1650,21,mae,standard,0.11567330582013989,5,0.005134043985638787,pre0_mod319_post0,tau_Zero_Flow_Days_sum
6,1650,21,rmse,standard,0.1550832748224415,5,0.006459224705467042,pre0_mod319_post0,tau_Zero_Flow_Days_sum
6,1650,21,rsq,standard,0.14380850890951413,5,0.047210460185186806,pre0_mod319_post0,tau_Zero_Flow_Days_sum
6,1650,25,mae,standard,0.1160619854999834,5,0.005412127573196858,pre0_mod320_post0,tau_Zero_Flow_Days_sum
6,1650,25,rmse,standard,0.1555569271870168,5,0.006817405676283909,pre0_mod320_post0,tau_Zero_Flow_Days_sum
6,1650,25,rsq,standard,0.1408164474962611,5,0.049391545213823676,pre0_mod320_post0,tau_Zero_Flow_Days_sum
7,250,3,mae,standard,0.11626671975774037,5,0.004096852522175523,pre0_mod321_post0,tau_Zero_Flow_Days_sum
7,250,3,rmse,standard,0.15427145922867364,5,0.0049057597948442035,pre0_mod321_post0,tau_Zero_Flow_Days_sum
7,250,3,rsq,standard,0.14687900701500822,5,0.03556421321506338,pre0_mod321_post0,tau_Zero_Flow_Days_sum
7,250,6,mae,standard,0.11749785316956281,5,0.005426230470792306,pre0_mod322_post0,tau_Zero_Flow_Days_sum
7,250,6,rmse,standard,0.1566193229858913,5,0.0065268551365690675,pre0_mod322_post0,tau_Zero_Flow_Days_sum
7,250,6,rsq,standard,0.1286201331682329,5,0.041181354894901774,pre0_mod322_post0,tau_Zero_Flow_Days_sum
7,250,9,mae,standard,0.11608099616630872,5,0.005848272572569345,pre0_mod323_post0,tau_Zero_Flow_Days_sum
7,250,9,rmse,standard,0.1549844770480573,5,0.006783751828823345,pre0_mod323_post0,tau_Zero_Flow_Days_sum
7,250,9,rsq,standard,0.144764117439823,5,0.043038649041244936,pre0_mod323_post0,tau_Zero_Flow_Days_sum
7,250,12,mae,standard,0.11676539829548217,5,0.005690160514716491,pre0_mod324_post0,tau_Zero_Flow_Days_sum
7,250,12,rmse,standard,0.1559494876094229,5,0.006690029222034636,pre0_mod324_post0,tau_Zero_Flow_Days_sum
7,250,12,rsq,standard,0.137800743923625,5,0.04668694521212103,pre0_mod324_post0,tau_Zero_Flow_Days_sum
7,250,15,mae,standard,0.1161665751201954,5,0.004789617222838918,pre0_mod325_post0,tau_Zero_Flow_Days_sum
7,250,15,rmse,standard,0.15533983186840428,5,0.005964134236968637,pre0_mod325_post0,tau_Zero_Flow_Days_sum
7,250,15,rsq,standard,0.13842986053270576,5,0.04215600162149664,pre0_mod325_post0,tau_Zero_Flow_Days_sum
7,250,18,mae,standard,0.11611277790106075,5,0.005521859584255654,pre0_mod326_post0,tau_Zero_Flow_Days_sum
7,250,18,rmse,standard,0.15511376056617746,5,0.006916024714641563,pre0_mod326_post0,tau_Zero_Flow_Days_sum
7,250,18,rsq,standard,0.14297600310876468,5,0.04192370572410481,pre0_mod326_post0,tau_Zero_Flow_Days_sum
7,250,21,mae,standard,0.11569107838823103,5,0.005038843400409132,pre0_mod327_post0,tau_Zero_Flow_Days_sum
7,250,21,rmse,standard,0.15535465164639187,5,0.006653405112209946,pre0_mod327_post0,tau_Zero_Flow_Days_sum
7,250,21,rsq,standard,0.14045224463040007,5,0.045549146950319745,pre0_mod327_post0,tau_Zero_Flow_Days_sum
7,250,25,mae,standard,0.11625142003269735,5,0.005125201297136553,pre0_mod328_post0,tau_Zero_Flow_Days_sum
7,250,25,rmse,standard,0.15586670324255153,5,0.006768312282495592,pre0_mod328_post0,tau_Zero_Flow_Days_sum
7,250,25,rsq,standard,0.1374815076425633,5,0.04674650412265756,pre0_mod328_post0,tau_Zero_Flow_Days_sum
7,450,3,mae,standard,0.1168828190314856,5,0.005230538592383549,pre0_mod329_post0,tau_Zero_Flow_Days_sum
7,450,3,rmse,standard,0.15670562534950153,5,0.006162233084788882,pre0_mod329_post0,tau_Zero_Flow_Days_sum
7,450,3,rsq,standard,0.12964837200397644,5,0.04429218786475706,pre0_mod329_post0,tau_Zero_Flow_Days_sum
7,450,6,mae,standard,0.11698807150735975,5,0.00522485111293077,pre0_mod330_post0,tau_Zero_Flow_Days_sum
7,450,6,rmse,standard,0.1563046467610983,5,0.006026401879209725,pre0_mod330_post0,tau_Zero_Flow_Days_sum
7,450,6,rsq,standard,0.128804014473427,5,0.040456640417102833,pre0_mod330_post0,tau_Zero_Flow_Days_sum
7,450,9,mae,standard,0.11724724395956114,5,0.004972562421237781,pre0_mod331_post0,tau_Zero_Flow_Days_sum
7,450,9,rmse,standard,0.1561598415174863,5,0.0061626458784938675,pre0_mod331_post0,tau_Zero_Flow_Days_sum
