metric,region,n,OOBmse,OOBr2
mean_dry_down_days,Dry_sub_humid,32,693.5230492093403,0.3901322771781822
mean_dry_down_days,Dry_sub_humid,34,690.8578964816033,0.39247594928380347
mean_dry_down_days,Dry_sub_humid,36,685.4115658961962,0.3972653232428144
mean_dry_down_days,Dry_sub_humid,38,680.9125792056373,0.4012216254466199
mean_dry_down_days,Dry_sub_humid,40,694.6277929665521,0.38916079171669615
mean_dry_down_days,Dry_sub_humid,42,691.2550805360473,0.3921266750454042
mean_dry_down_days,Dry_sub_humid,44,688.3974566704237,0.3946396017052983
mean_dry_down_days,Dry_sub_humid,46,694.9207666012528,0.3889031576501061
mean_dry_down_days,Dry_sub_humid,48,682.4731436057295,0.39984930212140946
mean_dry_down_days,Dry_sub_humid,50,695.2320231744793,0.38862944600094984
mean_dry_down_days,Semi_arid,10,916.2432601799477,0.3878963137019392
mean_dry_down_days,Semi_arid,12,912.2244855387115,0.390581088454682
mean_dry_down_days,Semi_arid,14,903.8230248255934,0.3967493048083558
mean_dry_down_days,Semi_arid,16,909.8397159758363,0.3927335041267591
mean_dry_down_days,Semi_arid,18,910.2670448548581,0.39244828629509876
mean_dry_down_days,Semi_arid,20,911.1808697182937,0.3918383599389327
mean_dry_down_days,Semi_arid,22,905.2636647335913,0.3957877592378739
mean_dry_down_days,Semi_arid,24,905.9503157391082,0.3953294585694306
mean_dry_down_days,Semi_arid,26,908.9257596549832,0.3933435182233084
mean_dry_down_days,Semi_arid,28,730.1292784719794,0.5126800460709806
mean_dry_down_days,Semi_arid,30,727.9455675161349,0.5141375494936944
mean_dry_down_days,Semi_arid,32,729.0113847359169,0.5134261768453766
mean_dry_down_days,Semi_arid,34,704.7967512728356,0.5295880736649817
mean_dry_down_days,Semi_arid,36,694.296259199252,0.5365965575929785
mean_dry_down_days,Semi_arid,38,685.389511528794,0.5426813179792296
mean_dry_down_days,Semi_arid,40,663.7542810384513,0.5571171897377419
mean_dry_down_days,Semi_arid,42,667.5138782858082,0.5546086394474768
mean_dry_down_days,Semi_arid,44,668.6644336536561,0.5538409439173213
mean_dry_down_days,Semi_arid,46,669.4835758376819,0.5532943802222472
mean_dry_down_days,Semi_arid,48,671.4147314784256,0.5520058376671795
mean_dry_down_days,Semi_arid,50,674.4027777228383,0.5500120963750725
